GY,2301,0,1,11jan1997,1997,1,13321.8,109.6
GY,8786,0,2,11jan1997,1997,1,13321.8,109.6
GX,8961,0,3,11jan1997,1997,1,13321.8,109.6
DK,203,0,4,11jan1997,1997,1,13321.8,109.6
GY,119,0,5,11jan1997,1997,1,13321.8,109.6
GX,8889,0,6,11jan1997,1997,1,13321.8,109.6
AS,4484,0,7,11jan1997,1997,1,13321.8,109.6
GY,299,0,8,11jan1997,1997,1,13321.8,109.6
GY,7177,0,9,11jan1997,1997,1,13321.8,109.6
GY,288,0,10,11jan1997,1997,1,13321.8,109.6
HK,4499,0,11,11jan1997,1997,1,13321.8,109.6
GY,1023,0,12,11jan1997,1997,1,13321.8,109.6
AL,143,0,13,11jan1997,1997,1,13321.8,109.6
AD,456,0,14,11jan1997,1997,1,13321.8,109.6
GY,668,0,15,11jan1997,1997,1,13321.8,109.6
GY,257,0,16,11jan1997,1997,1,13321.8,109.6
CT,92,0,17,11jan1997,1997,1,13321.8,109.6
GY,3628,0,18,11jan1997,1997,1,13321.8,109.6
AA,8812,0,19,11jan1997,1997,1,13321.8,109.6
FC,888,0,20,11jan1997,1997,1,13321.8,109.6
,4099,0,21,11jan1997,1997,1,13321.8,109.6
DW,162,0,22,11jan1997,1997,1,13321.8,109.6
DX,5,0,23,11jan1997,1997,1,13321.8,109.6
FG,9999,0,24,11jan1997,1997,1,13321.8,109.6
GX,6668,0,25,11jan1997,1997,1,13321.8,109.6
EM,10,0,26,11jan1997,1997,1,13321.8,109.6
AD,8118,0,27,11jan1997,1997,1,13321.8,109.6
HK,1966,0,28,11jan1997,1997,1,13321.8,109.6
GY,203,0,30,11jan1997,1997,1,13321.8,109.6
BJ,12,0,32,11jan1997,1997,1,13321.8,109.6
BC,3289,0,33,11jan1997,1997,1,13321.8,109.6
GY,5093,0,34,11jan1997,1997,1,13321.8,109.6
GM,929,0,35,11jan1997,1997,1,13321.8,109.6
GY,722,0,36,11jan1997,1997,1,13321.8,109.6
GZ,3866,0,37,11jan1997,1997,1,13321.8,109.6
DR,1991,0,38,11jan1997,1997,1,13321.8,109.6
BS,673,0,39,11jan1997,1997,1,13321.8,109.6
EH,222,0,41,11jan1997,1997,1,13321.8,109.6
GY,113,0,42,11jan1997,1997,1,13321.8,109.6
GY,6669,0,43,11jan1997,1997,1,13321.8,109.6
CW,1000,0,44,11jan1997,1997,1,13321.8,109.6
AL,661,0,45,11jan1997,1997,1,13321.8,109.6
GY,899,1,1,11jan1997,1997,1,13321.8,109.6
BL,308,1,2,11jan1997,1997,1,13321.8,109.6
AU,321,1,3,11jan1997,1997,1,13321.8,109.6
GY,631,1,4,11jan1997,1997,1,13321.8,109.6
DA,203,1,5,11jan1997,1997,1,13321.8,109.6
DJ,761,1,6,11jan1997,1997,1,13321.8,109.6
GZ,1281,1,7,11jan1997,1997,1,13321.8,109.6
GY,1185,1,8,11jan1997,1997,1,13321.8,109.6
FC,1498,1,9,11jan1997,1997,1,13321.8,109.6
AA,1348,1,10,11jan1997,1997,1,13321.8,109.6
GX,202,1,11,11jan1997,1997,1,13321.8,109.6
GY,289,1,12,11jan1997,1997,1,13321.8,109.6
HK,6389,1,13,11jan1997,1997,1,13321.8,109.6
FL,11,1,14,11jan1997,1997,1,13321.8,109.6
GY,238,1,15,11jan1997,1997,1,13321.8,109.6
GY,6288,1,16,11jan1997,1997,1,13321.8,109.6
DF,7718,1,18,11jan1997,1997,1,13321.8,109.6
GY,1997,1,19,11jan1997,1997,1,13321.8,109.6
,6399,1,20,11jan1997,1997,1,13321.8,109.6
EK,88,1,21,11jan1997,1997,1,13321.8,109.6
GU,138,1,22,11jan1997,1997,1,13321.8,109.6
GE,2,1,24,11jan1997,1997,1,13321.8,109.6
GY,1668,1,25,11jan1997,1997,1,13321.8,109.6
FS,60,1,26,11jan1997,1997,1,13321.8,109.6
CS,123,1,27,11jan1997,1997,1,13321.8,109.6
AA,6366,1,28,11jan1997,1997,1,13321.8,109.6
BJ,20,1,29,11jan1997,1997,1,13321.8,109.6
GY,118,1,30,11jan1997,1997,1,13321.8,109.6
BB,6009,1,31,11jan1997,1997,1,13321.8,109.6
BW,22,1,32,11jan1997,1997,1,13321.8,109.6
CH,1964,1,33,11jan1997,1997,1,13321.8,109.6
GZ,6661,1,34,11jan1997,1997,1,13321.8,109.6
CJ,7788,1,35,11jan1997,1997,1,13321.8,109.6
GY,279,1,36,11jan1997,1997,1,13321.8,109.6
HK,369,1,37,11jan1997,1997,1,13321.8,109.6
AU,71,1,38,11jan1997,1997,1,13321.8,109.6
GL,4099,1,39,11jan1997,1997,1,13321.8,109.6
BM,2138,1,40,11jan1997,1997,1,13321.8,109.6
GY,887,1,42,11jan1997,1997,1,13321.8,109.6
GY,2318,1,43,11jan1997,1997,1,13321.8,109.6
GX,3168,1,45,11jan1997,1997,1,13321.8,109.6
GZ,963,0,1,25jan1997,1997,1,13321.8,109.6
GA,2599,0,3,25jan1997,1997,1,13321.8,109.6
BR,810,0,4,25jan1997,1997,1,13321.8,109.6
GZ,8799,0,5,25jan1997,1997,1,13321.8,109.6
CC,927,0,6,25jan1997,1997,1,13321.8,109.6
GY,2220,0,7,25jan1997,1997,1,13321.8,109.6
AS,673,0,8,25jan1997,1997,1,13321.8,109.6
GY,139,0,9,25jan1997,1997,1,13321.8,109.6
GY,688,0,10,25jan1997,1997,1,13321.8,109.6
CH,99,0,11,25jan1997,1997,1,13321.8,109.6
GY,3323,0,12,25jan1997,1997,1,13321.8,109.6
GZ,399,0,13,25jan1997,1997,1,13321.8,109.6
,4698,0,14,25jan1997,1997,1,13321.8,109.6
GZ,1311,0,15,25jan1997,1997,1,13321.8,109.6
GX,1789,0,16,25jan1997,1997,1,13321.8,109.6
HA,11,0,17,25jan1997,1997,1,13321.8,109.6
AJ,9422,0,18,25jan1997,1997,1,13321.8,109.6
XX,815,0,19,25jan1997,1997,1,13321.8,109.6
HA,2,0,20,25jan1997,1997,1,13321.8,109.6
EK,83,0,21,25jan1997,1997,1,13321.8,109.6
BB,8111,0,22,25jan1997,1997,1,13321.8,109.6
EE,8888,0,23,25jan1997,1997,1,13321.8,109.6
HA,68,0,24,25jan1997,1997,1,13321.8,109.6
GZ,3008,0,25,25jan1997,1997,1,13321.8,109.6
GF,5,0,26,25jan1997,1997,1,13321.8,109.6
AA,606,0,27,25jan1997,1997,1,13321.8,109.6
HK,911,0,28,25jan1997,1997,1,13321.8,109.6
HA,3000,0,29,25jan1997,1997,1,13321.8,109.6
GY,2808,0,30,25jan1997,1997,1,13321.8,109.6
DZ,778,0,31,25jan1997,1997,1,13321.8,109.6
,6833,0,32,25jan1997,1997,1,13321.8,109.6
DU,916,0,33,25jan1997,1997,1,13321.8,109.6
HA,383,0,35,25jan1997,1997,1,13321.8,109.6
GZ,350,0,36,25jan1997,1997,1,13321.8,109.6
GY,8122,0,37,25jan1997,1997,1,13321.8,109.6
HA,666,0,38,25jan1997,1997,1,13321.8,109.6
GZ,523,0,39,25jan1997,1997,1,13321.8,109.6
CT,5688,0,40,25jan1997,1997,1,13321.8,109.6
BW,23,0,41,25jan1997,1997,1,13321.8,109.6
GZ,102,0,42,25jan1997,1997,1,13321.8,109.6
GY,889,0,43,25jan1997,1997,1,13321.8,109.6
BJ,30,0,44,25jan1997,1997,1,13321.8,109.6
GY,711,0,45,25jan1997,1997,1,13321.8,109.6
GW,3982,1,1,25jan1997,1997,1,13321.8,109.6
GZ,761,1,2,25jan1997,1997,1,13321.8,109.6
CY,250,1,3,25jan1997,1997,1,13321.8,109.6
GZ,2272,1,4,25jan1997,1997,1,13321.8,109.6
CY,1011,1,5,25jan1997,1997,1,13321.8,109.6
AK,966,1,6,25jan1997,1997,1,13321.8,109.6
GZ,9308,1,7,25jan1997,1997,1,13321.8,109.6
CC,1989,1,8,25jan1997,1997,1,13321.8,109.6
AD,1178,1,9,25jan1997,1997,1,13321.8,109.6
HK,355,1,10,25jan1997,1997,1,13321.8,109.6
EK,82,1,11,25jan1997,1997,1,13321.8,109.6
GZ,112,1,12,25jan1997,1997,1,13321.8,109.6
,1638,1,14,25jan1997,1997,1,13321.8,109.6
GZ,2282,1,15,25jan1997,1997,1,13321.8,109.6
AK,680,1,16,25jan1997,1997,1,13321.8,109.6
ER,911,1,18,25jan1997,1997,1,13321.8,109.6
XX,2168,1,19,25jan1997,1997,1,13321.8,109.6
AA,7,1,20,25jan1997,1997,1,13321.8,109.6
,391,1,21,25jan1997,1997,1,13321.8,109.6
GZ,2188,1,22,25jan1997,1997,1,13321.8,109.6
HA,1,1,23,25jan1997,1997,1,13321.8,109.6
DC,3388,1,24,25jan1997,1997,1,13321.8,109.6
GY,8922,1,25,25jan1997,1997,1,13321.8,109.6
FM,3,1,26,25jan1997,1997,1,13321.8,109.6
DC,333,1,27,25jan1997,1997,1,13321.8,109.6
HK,820,1,28,25jan1997,1997,1,13321.8,109.6
HA,38,1,29,25jan1997,1997,1,13321.8,109.6
GZ,117,1,30,25jan1997,1997,1,13321.8,109.6
BB,740,1,31,25jan1997,1997,1,13321.8,109.6
,2832,1,32,25jan1997,1997,1,13321.8,109.6
GZ,9882,1,33,25jan1997,1997,1,13321.8,109.6
CJ,925,1,34,25jan1997,1997,1,13321.8,109.6
BW,29,1,35,25jan1997,1997,1,13321.8,109.6
GZ,2389,1,36,25jan1997,1997,1,13321.8,109.6
AA,6992,1,37,25jan1997,1997,1,13321.8,109.6
HA,2828,1,38,25jan1997,1997,1,13321.8,109.6
GZ,832,1,39,25jan1997,1997,1,13321.8,109.6
GY,3363,1,40,25jan1997,1997,1,13321.8,109.6
DC,6666,1,41,25jan1997,1997,1,13321.8,109.6
GZ,3803,1,43,25jan1997,1997,1,13321.8,109.6
CH,808,1,44,25jan1997,1997,1,13321.8,109.6
GY,229,1,45,25jan1997,1997,1,13321.8,109.6
DU,2829,0,1,15feb1997,1997,2,13398.7,110.7
CT,196,0,3,15feb1997,1997,2,13398.7,110.7
GZ,4862,0,4,15feb1997,1997,2,13398.7,110.7
AL,355,0,5,15feb1997,1997,2,13398.7,110.7
CC,8689,0,6,15feb1997,1997,2,13398.7,110.7
CW,9822,0,7,15feb1997,1997,2,13398.7,110.7
GZ,167,0,8,15feb1997,1997,2,13398.7,110.7
GZ,9269,0,9,15feb1997,1997,2,13398.7,110.7
GY,1288,0,10,15feb1997,1997,2,13398.7,110.7
GD,1234,0,11,15feb1997,1997,2,13398.7,110.7
GZ,318,0,12,15feb1997,1997,2,13398.7,110.7
DC,6689,0,13,15feb1997,1997,2,13398.7,110.7
CH,828,0,14,15feb1997,1997,2,13398.7,110.7
GZ,3899,0,15,15feb1997,1997,2,13398.7,110.7
GZ,1022,0,16,15feb1997,1997,2,13398.7,110.7
DC,323,0,17,15feb1997,1997,2,13398.7,110.7
GZ,2108,0,18,15feb1997,1997,2,13398.7,110.7
AA,2168,0,19,15feb1997,1997,2,13398.7,110.7
HA,3,0,20,15feb1997,1997,2,13398.7,110.7
,3600,0,21,15feb1997,1997,2,13398.7,110.7
GG,283,0,22,15feb1997,1997,2,13398.7,110.7
HA,111,0,23,15feb1997,1997,2,13398.7,110.7
HA,1212,0,24,15feb1997,1997,2,13398.7,110.7
DT,1668,0,25,15feb1997,1997,2,13398.7,110.7
GF,58,0,26,15feb1997,1997,2,13398.7,110.7
HA,88,0,27,15feb1997,1997,2,13398.7,110.7
HK,7160,0,28,15feb1997,1997,2,13398.7,110.7
DC,300,0,29,15feb1997,1997,2,13398.7,110.7
BL,1117,0,30,15feb1997,1997,2,13398.7,110.7
GZ,173,0,31,15feb1997,1997,2,13398.7,110.7
CH,80,0,32,15feb1997,1997,2,13398.7,110.7
GZ,133,0,33,15feb1997,1997,2,13398.7,110.7
BB,1036,0,34,15feb1997,1997,2,13398.7,110.7
GZ,2332,0,35,15feb1997,1997,2,13398.7,110.7
GY,8268,0,36,15feb1997,1997,2,13398.7,110.7
BW,8128,0,37,15feb1997,1997,2,13398.7,110.7
AC,1001,0,38,15feb1997,1997,2,13398.7,110.7
GY,8187,0,39,15feb1997,1997,2,13398.7,110.7
GZ,125,0,40,15feb1997,1997,2,13398.7,110.7
HA,777,0,41,15feb1997,1997,2,13398.7,110.7
CK,1966,0,42,15feb1997,1997,2,13398.7,110.7
GZ,9227,0,43,15feb1997,1997,2,13398.7,110.7
GZ,246,1,1,15feb1997,1997,2,13398.7,110.7
CT,192,1,2,15feb1997,1997,2,13398.7,110.7
GZ,708,1,3,15feb1997,1997,2,13398.7,110.7
BL,1971,1,4,15feb1997,1997,2,13398.7,110.7
AB,6689,1,5,15feb1997,1997,2,13398.7,110.7
FR,2318,1,6,15feb1997,1997,2,13398.7,110.7
GZ,817,1,7,15feb1997,1997,2,13398.7,110.7
GY,6636,1,8,15feb1997,1997,2,13398.7,110.7
GZ,820,1,9,15feb1997,1997,2,13398.7,110.7
EZ,228,1,10,15feb1997,1997,2,13398.7,110.7
DR,97,1,11,15feb1997,1997,2,13398.7,110.7
GZ,928,1,12,15feb1997,1997,2,13398.7,110.7
HA,812,1,13,15feb1997,1997,2,13398.7,110.7
EK,18,1,14,15feb1997,1997,2,13398.7,110.7
GB,1338,1,15,15feb1997,1997,2,13398.7,110.7
AB,330,1,16,15feb1997,1997,2,13398.7,110.7
CJ,616,1,17,15feb1997,1997,2,13398.7,110.7
GZ,1800,1,18,15feb1997,1997,2,13398.7,110.7
HA,168,1,19,15feb1997,1997,2,13398.7,110.7
BB,77,1,20,15feb1997,1997,2,13398.7,110.7
HA,8,1,21,15feb1997,1997,2,13398.7,110.7
BB,203,1,22,15feb1997,1997,2,13398.7,110.7
,2047,1,23,15feb1997,1997,2,13398.7,110.7
XX,30,1,24,15feb1997,1997,2,13398.7,110.7
CT,3138,1,25,15feb1997,1997,2,13398.7,110.7
,1360,1,26,15feb1997,1997,2,13398.7,110.7
HA,1111,1,27,15feb1997,1997,2,13398.7,110.7
GZ,3828,1,28,15feb1997,1997,2,13398.7,110.7
HA,28,1,29,15feb1997,1997,2,13398.7,110.7
HK,2647,1,30,15feb1997,1997,2,13398.7,110.7
GZ,812,1,31,15feb1997,1997,2,13398.7,110.7
DC,600,1,32,15feb1997,1997,2,13398.7,110.7
GG,914,1,33,15feb1997,1997,2,13398.7,110.7
GZ,3928,1,34,15feb1997,1997,2,13398.7,110.7
HA,86,1,35,15feb1997,1997,2,13398.7,110.7
GZ,819,1,36,15feb1997,1997,2,13398.7,110.7
GY,368,1,37,15feb1997,1997,2,13398.7,110.7
CH,101,1,38,15feb1997,1997,2,13398.7,110.7
GZ,918,1,40,15feb1997,1997,2,13398.7,110.7
HA,70,1,41,15feb1997,1997,2,13398.7,110.7
CC,6689,1,43,15feb1997,1997,2,13398.7,110.7
CH,81,1,44,15feb1997,1997,2,13398.7,110.7
EF,8021,1,45,15feb1997,1997,2,13398.7,110.7
HA,837,0,1,01mar1997,1997,3,12534.3,110.9
GZ,1362,0,2,01mar1997,1997,3,12534.3,110.9
HA,7660,0,3,01mar1997,1997,3,12534.3,110.9
HA,3178,0,4,01mar1997,1997,3,12534.3,110.9
AY,2286,0,5,01mar1997,1997,3,12534.3,110.9
GZ,933,0,6,01mar1997,1997,3,12534.3,110.9
HA,7478,0,7,01mar1997,1997,3,12534.3,110.9
GZ,3298,0,8,01mar1997,1997,3,12534.3,110.9
HA,407,0,9,01mar1997,1997,3,12534.3,110.9
HA,103,0,10,01mar1997,1997,3,12534.3,110.9
DC,777,0,11,01mar1997,1997,3,12534.3,110.9
HA,6623,0,12,01mar1997,1997,3,12534.3,110.9
GZ,2812,0,13,01mar1997,1997,3,12534.3,110.9
DR,2332,0,14,01mar1997,1997,3,12534.3,110.9
HA,388,0,15,01mar1997,1997,3,12534.3,110.9
GZ,216,0,16,01mar1997,1997,3,12534.3,110.9
CH,71,0,17,01mar1997,1997,3,12534.3,110.9
HA,3666,0,18,01mar1997,1997,3,12534.3,110.9
HK,235,0,19,01mar1997,1997,3,12534.3,110.9
EH,5,0,20,01mar1997,1997,3,12534.3,110.9
CM,38,0,21,01mar1997,1997,3,12534.3,110.9
HA,911,0,22,01mar1997,1997,3,12534.3,110.9
GZ,8028,0,25,01mar1997,1997,3,12534.3,110.9
HA,30,0,26,01mar1997,1997,3,12534.3,110.9
GT,2000,0,27,01mar1997,1997,3,12534.3,110.9
HA,8808,0,28,01mar1997,1997,3,12534.3,110.9
BB,8383,0,29,01mar1997,1997,3,12534.3,110.9
AG,770,0,30,01mar1997,1997,3,12534.3,110.9
HA,226,0,31,01mar1997,1997,3,12534.3,110.9
AE,101,0,32,01mar1997,1997,3,12534.3,110.9
HA,1262,0,33,01mar1997,1997,3,12534.3,110.9
GZ,330,0,34,01mar1997,1997,3,12534.3,110.9
FF,1111,0,35,01mar1997,1997,3,12534.3,110.9
HA,4569,0,36,01mar1997,1997,3,12534.3,110.9
HA,331,0,37,01mar1997,1997,3,12534.3,110.9
HA,1515,0,38,01mar1997,1997,3,12534.3,110.9
FC,1965,0,39,01mar1997,1997,3,12534.3,110.9
GY,9486,0,40,01mar1997,1997,3,12534.3,110.9
GZ,937,0,42,01mar1997,1997,3,12534.3,110.9
HA,129,0,43,01mar1997,1997,3,12534.3,110.9
CL,747,0,44,01mar1997,1997,3,12534.3,110.9
HA,1764,0,45,01mar1997,1997,3,12534.3,110.9
GZ,260,1,1,01mar1997,1997,3,12534.3,110.9
HA,1159,1,2,01mar1997,1997,3,12534.3,110.9
HA,227,1,3,01mar1997,1997,3,12534.3,110.9
DY,548,1,4,01mar1997,1997,3,12534.3,110.9
GZ,1961,1,5,01mar1997,1997,3,12534.3,110.9
HA,134,1,6,01mar1997,1997,3,12534.3,110.9
GZ,623,1,7,01mar1997,1997,3,12534.3,110.9
HA,993,1,8,01mar1997,1997,3,12534.3,110.9
FF,5800,1,9,01mar1997,1997,3,12534.3,110.9
HA,9733,1,10,01mar1997,1997,3,12534.3,110.9
HA,2183,1,12,01mar1997,1997,3,12534.3,110.9
HA,621,1,13,01mar1997,1997,3,12534.3,110.9
EU,15,1,14,01mar1997,1997,3,12534.3,110.9
HA,2113,1,15,01mar1997,1997,3,12534.3,110.9
AU,3503,1,16,01mar1997,1997,3,12534.3,110.9
HA,1221,1,17,01mar1997,1997,3,12534.3,110.9
AL,198,1,18,01mar1997,1997,3,12534.3,110.9
HA,338,1,19,01mar1997,1997,3,12534.3,110.9
HK,2233,1,20,01mar1997,1997,3,12534.3,110.9
,817,1,21,01mar1997,1997,3,12534.3,110.9
HA,230,1,22,01mar1997,1997,3,12534.3,110.9
CM,88,1,23,01mar1997,1997,3,12534.3,110.9
HA,6,1,24,01mar1997,1997,3,12534.3,110.9
HA,3338,1,25,01mar1997,1997,3,12534.3,110.9
,9002,1,26,01mar1997,1997,3,12534.3,110.9
AJ,666,1,27,01mar1997,1997,3,12534.3,110.9
HA,832,1,28,01mar1997,1997,3,12534.3,110.9
HA,18,1,29,01mar1997,1997,3,12534.3,110.9
GZ,827,1,30,01mar1997,1997,3,12534.3,110.9
CJ,1386,1,31,01mar1997,1997,3,12534.3,110.9
HA,10,1,32,01mar1997,1997,3,12534.3,110.9
GZ,911,1,33,01mar1997,1997,3,12534.3,110.9
HA,8018,1,34,01mar1997,1997,3,12534.3,110.9
DC,5000,1,35,01mar1997,1997,3,12534.3,110.9
HA,126,1,36,01mar1997,1997,3,12534.3,110.9
GZ,256,1,37,01mar1997,1997,3,12534.3,110.9
DG,1950,1,39,01mar1997,1997,3,12534.3,110.9
HA,263,1,40,01mar1997,1997,3,12534.3,110.9
HA,987,1,42,01mar1997,1997,3,12534.3,110.9
HA,203,1,43,01mar1997,1997,3,12534.3,110.9
CH,72,1,44,01mar1997,1997,3,12534.3,110.9
